mn_id,instance,mn_type,class,status,predicted_nt,exit_nerve,hemilineage,target,subsystem,thorax,side,joint,dof,actuator_name,sign,action,gain,bias,weight,confidence,mapping_basis,notes,target_body,target_joint
12756,MNad35_AbN2_L,MNad35,motor neuron,Traced,glutamate,AbN2_L,03B,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
12529,MNad35_AbN2_R,MNad35,motor neuron,Traced,glutamate,AbN2_R,03B,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
12506,MNad36_AbN2_L,MNad36,motor neuron,Traced,glutamate,AbN2_L,03B,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
12225,MNad36_AbN2_R,MNad36,motor neuron,Traced,glutamate,AbN2_R,03B,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
12185,MNad37_AbN2_L,MNad37,motor neuron,Traced,glutamate,AbN2_L,TBD,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13050,MNad38_AbN3_L,MNad38,motor neuron,Traced,glutamate,AbN3_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
21264,MNad39_AbN3_R,MNad39,motor neuron,Traced,unclear,AbN3_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11638,MNad40_AbN2_L,MNad40,motor neuron,Traced,glutamate,AbN2_L,03B,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14613,MNad40_AbN2_R,MNad40,motor neuron,Traced,glutamate,AbN2_R,03B,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10904,MNad41_AbN2_L,MNad41,motor neuron,Traced,glutamate,AbN2_L,03B,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10840,MNad41_AbN2_R,MNad41,motor neuron,Traced,glutamate,AbN2_R,03B,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10460,MNad42_AbN2_L,MNad42,motor neuron,Traced,acetylcholine,AbN2_L,TBD,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10782,MNad42_AbN2_R,MNad42,motor neuron,Traced,glutamate,AbN2_R,TBD,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
17391,MNad43_AbN3_L,MNad43,motor neuron,Traced,glutamate,AbN3_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
18376,MNad43_AbN3_R,MNad43,motor neuron,Traced,acetylcholine,AbN3_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16956,MNad44_AbN3_L,MNad44,motor neuron,Traced,acetylcholine,AbN3_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16949,MNad44_AbN3_R,MNad44,motor neuron,Traced,glutamate,AbN3_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16728,MNad45_AbN2_L,MNad45,motor neuron,Traced,glutamate,AbN2_L,03B,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16750,MNad45_AbN2_R,MNad45,motor neuron,Traced,glutamate,AbN2_R,03B,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16278,MNad46_AbN2_L,MNad46,motor neuron,Traced,acetylcholine,AbN2_L,TBD,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
17583,MNad46_AbN2_R,MNad46,motor neuron,Traced,glutamate,AbN2_R,TBD,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15937,MNad47_AbN2_L,MNad47,motor neuron,Traced,unclear,AbN2_L,03B,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
17100,MNad47_AbN2_R,MNad47,motor neuron,Traced,glutamate,AbN2_R,03B,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15832,MNad48_AbNT_L,MNad48,motor neuron,Traced,glutamate,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
17030,MNad48_AbNT_R,MNad48,motor neuron,Traced,unknown,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14447,MNad49_AbNT_L,MNad49,motor neuron,Traced,glutamate,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14505,MNad49_AbNT_R,MNad49,motor neuron,Traced,glutamate,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14234,MNad50_AbNT,MNad50,motor neuron,Traced,glutamate,AbNT_L,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15736,MNad50_AbNT,MNad50,motor neuron,Traced,unclear,AbNT_L,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13444,MNad50_AbNT_R AbNT_L,MNad50,motor neuron,Traced,glutamate,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
18373,MNad51_AbN2_L,MNad51,motor neuron,Traced,glutamate,AbN2_L,TBD,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14159,MNad51_AbN2_R,MNad51,motor neuron,Traced,glutamate,AbN2_R,TBD,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14708,MNad52_AbN4_L,MNad52,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13929,MNad52_AbN4_R,MNad52,motor neuron,Traced,unclear,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14983,MNad53_AbNT_L,MNad53,motor neuron,Traced,acetylcholine,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16094,MNad53_AbNT_L,MNad53,motor neuron,Traced,unknown,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13836,MNad53_AbNT_R,MNad53,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14888,MNad53_AbNT_R,MNad53,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14021,MNad54_AbN2_L,MNad54,motor neuron,Traced,glutamate,AbN2_L,TBD,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14653,MNad54_AbN2_L,MNad54,motor neuron,Traced,glutamate,AbN2_L,TBD,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13806,MNad54_AbN2_R,MNad54,motor neuron,Traced,glutamate,AbN2_R,TBD,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14407,MNad54_AbN2_R,MNad54,motor neuron,Traced,glutamate,AbN2_R,TBD,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15094,MNad55_AbNT_L,MNad55,motor neuron,Traced,unknown,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13742,MNad55_AbNT_R,MNad55,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13797,MNad56_AbN3_L,MNad56,motor neuron,Traced,glutamate,AbN3_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13725,MNad56_AbN3_R,MNad56,motor neuron,Traced,gaba,AbN3_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13392,MNad57_AbNT_L,MNad57,motor neuron,Traced,unknown,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13493,MNad57_AbNT_R,MNad57,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13188,MNad58_AbN4_L,MNad58,motor neuron,Traced,unclear,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
25023,MNad58_AbN4_R,MNad58,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13526,MNad59_AbN3_R,MNad59,motor neuron,Traced,unclear,AbN3_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13418,MNad61_AbNT_L,MNad61,motor neuron,Traced,glutamate,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
12499,MNad61_AbNT_R,MNad61,motor neuron,Traced,acetylcholine,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14329,MNad62_AbNT_L,MNad62,motor neuron,Traced,gaba,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11549,MNad62_AbNT_R,MNad62,motor neuron,Traced,glutamate,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11375,MNad63_AbN2_L,MNad63,motor neuron,Traced,glutamate,AbN2_L,TBD,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11428,MNad63_AbN2_R,MNad63,motor neuron,Traced,glutamate,AbN2_R,TBD,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11097,MNad64_AbNT_L,MNad64,motor neuron,Traced,gaba,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11436,MNad64_AbNT_R,MNad64,motor neuron,Traced,glutamate,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11265,MNad65_AbNT_L,MNad65,motor neuron,Traced,acetylcholine,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10915,MNad65_AbNT_R,MNad65,motor neuron,Traced,glutamate,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
12526,MNad66_AbNT_L,MNad66,motor neuron,Traced,acetylcholine,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10872,MNad66_AbNT_R,MNad66,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11063,MNad67_AbNT_L,MNad67,motor neuron,Traced,glutamate,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10865,MNad67_AbNT_R,MNad67,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10527,MNad68_AbNT_L,MNad68,motor neuron,Traced,acetylcholine,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10660,MNad68_AbNT_R,MNad68,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10524,MNad69_AbNT_L,MNad69,motor neuron,Traced,glutamate,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
10676,MNad69_AbNT_R,MNad69,motor neuron,Traced,glutamate,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
219894,MNfl03_VProN_L,Fe reductor MN,motor neuron,Traced,glutamate,VProN_L,TBD,Fe reductor,leg,T1,left,femur,twist,femur_twist_T1_left,-1.0,reduce,1.0,0.0,1.000,medium,explicit_type_rule,Mapped to femur twist because flybody does not expose a dedicated femur reductor actuator.,front_leg,femur_twist
226276,MNfl03_VProN_L,Fe reductor MN,motor neuron,Traced,unknown,VProN_L,TBD,Fe reductor,leg,T1,left,femur,twist,femur_twist_T1_left,-1.0,reduce,1.0,0.0,1.000,medium,explicit_type_rule,Mapped to femur twist because flybody does not expose a dedicated femur reductor actuator.,front_leg,femur_twist
28884,MNfl03_VProN_R,Fe reductor MN,motor neuron,Traced,acetylcholine,VProN_R,TBD,Fe reductor,leg,T1,right,femur,twist,femur_twist_T1_right,-1.0,reduce,1.0,0.0,1.000,medium,explicit_type_rule,Mapped to femur twist because flybody does not expose a dedicated femur reductor actuator.,front_leg,femur_twist
29484,MNfl03_VProN_R,Fe reductor MN,motor neuron,Traced,glutamate,VProN_R,TBD,Fe reductor,leg,T1,right,femur,twist,femur_twist_T1_right,-1.0,reduce,1.0,0.0,1.000,medium,explicit_type_rule,Mapped to femur twist because flybody does not expose a dedicated femur reductor actuator.,front_leg,femur_twist
24139,MNfl04_ProLN_L,ltm MN,motor neuron,Traced,unclear,ProLN_L,15B,ltm,leg,T1,left,femur,extend,femur_T1_left,1.0,femur_drive,1.0,0.0,1.000,medium,explicit_type_rule,Generic long-tendon femur rule; keep under review when better anatomy arrives.,front_leg,femur
47642,MNfl04_ProLN_L,ltm MN,motor neuron,Traced,unclear,ProLN_L,15B,ltm,leg,T1,left,femur,extend,femur_T1_left,1.0,femur_drive,1.0,0.0,1.000,medium,explicit_type_rule,Generic long-tendon femur rule; keep under review when better anatomy arrives.,front_leg,femur
27078,MNfl04_ProLN_R,ltm MN,motor neuron,Traced,glutamate,ProLN_R,15B,ltm,leg,T1,right,femur,extend,femur_T1_right,1.0,femur_drive,1.0,0.0,1.000,medium,explicit_type_rule,Generic long-tendon femur rule; keep under review when better anatomy arrives.,front_leg,femur
154803,MNfl04_ProLN_R,ltm MN,motor neuron,Traced,gaba,ProLN_R,15B,ltm,leg,T1,right,femur,extend,femur_T1_right,1.0,femur_drive,1.0,0.0,1.000,medium,explicit_type_rule,Generic long-tendon femur rule; keep under review when better anatomy arrives.,front_leg,femur
23299,MNfl05_VProN_L,Tr flexor MN,motor neuron,Traced,glutamate,VProN_L,24B.25B,Tr flexor,leg,T1,left,femur,extend,femur_T1_left,-1.0,flex,1.0,0.0,1.000,high,explicit_type_rule,Explicit trochanter flexor rule.,front_leg,femur
21612,MNfl05_VProN_R,Tr flexor MN,motor neuron,Traced,glutamate,VProN_R,24B.25B,Tr flexor,leg,T1,right,femur,extend,femur_T1_right,-1.0,flex,1.0,0.0,1.000,high,explicit_type_rule,Explicit trochanter flexor rule.,front_leg,femur
29689,MNfl06_ProAN_L,Sternal posterior rotator MN,motor neuron,Traced,glutamate,ProAN_L,20B.21B.22B,Sternal posterior rotator,leg,T1,left,coxa,twist,coxa_twist_T1_left,-1.0,rotate_posterior,1.0,0.0,1.000,high,explicit_type_rule,Explicit posterior coxa rotation rule.,front_leg,coxa_twist
21241,MNfl06_ProAN_R,Sternal posterior rotator MN,motor neuron,Traced,glutamate,ProAN_R,20B.21B.22B,Sternal posterior rotator,leg,T1,right,coxa,twist,coxa_twist_T1_right,-1.0,rotate_posterior,1.0,0.0,1.000,high,explicit_type_rule,Explicit posterior coxa rotation rule.,front_leg,coxa_twist
153142,MNfl07_VProN_L,Tr flexor MN,motor neuron,Traced,glutamate,VProN_L,24B.25B,Tr flexor,leg,T1,left,femur,extend,femur_T1_left,-1.0,flex,1.0,0.0,1.000,high,explicit_type_rule,Explicit trochanter flexor rule.,front_leg,femur
163686,MNfl07_VProN_L,Tr flexor MN,motor neuron,Traced,glutamate,VProN_L,24B.25B,Tr flexor,leg,T1,left,femur,extend,femur_T1_left,-1.0,flex,1.0,0.0,1.000,high,explicit_type_rule,Explicit trochanter flexor rule.,front_leg,femur
18440,MNfl07_VProN_R,Tr flexor MN,motor neuron,Traced,glutamate,VProN_R,24B.25B,Tr flexor,leg,T1,right,femur,extend,femur_T1_right,-1.0,flex,1.0,0.0,1.000,high,explicit_type_rule,Explicit trochanter flexor rule.,front_leg,femur
20572,MNfl07_VProN_R,Tr flexor MN,motor neuron,Traced,glutamate,VProN_R,24B.25B,Tr flexor,leg,T1,right,femur,extend,femur_T1_right,-1.0,flex,1.0,0.0,1.000,high,explicit_type_rule,Explicit trochanter flexor rule.,front_leg,femur
18579,MNfl08_VProN_L,Sternotrochanter MN,motor neuron,Traced,glutamate,VProN_L,17X,Sternotrochanter,leg,T1,left,femur,extend,femur_T1_left,1.0,extend_like,1.0,0.0,1.000,medium,explicit_type_rule,Mapped to femur extension as the closest flybody DoF for sternotrochanter drive.,front_leg,femur
18006,MNfl08_VProN_R,Sternotrochanter MN,motor neuron,Traced,glutamate,VProN_R,17X,Sternotrochanter,leg,T1,right,femur,extend,femur_T1_right,1.0,extend_like,1.0,0.0,1.000,medium,explicit_type_rule,Mapped to femur extension as the closest flybody DoF for sternotrochanter drive.,front_leg,femur
19929,MNfl09_ProLN_L,Tr extensor MN,motor neuron,Traced,glutamate,ProLN_L,19A,Tr extensor,leg,T1,left,femur,extend,femur_T1_left,1.0,extend,1.0,0.0,1.000,high,explicit_type_rule,Explicit trochanter extensor rule.,front_leg,femur
